Week,Unnamed: 2,Unnamed: 3,Impressions,Clicks,Opens,Leads,Segment,Season,CountryISO,CountryName,Region,SubRegion,Publication,AdType,Treatment,BuyingBasis,Cost,Year,Month,Num_Week
2016-08-08,,,1140.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,8,32
2016-08-15,,,1661.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,8,33
2016-08-22,,,1824.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,8,34
2016-08-29,,,1162.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,8,35
2016-09-05,,,1000.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,9,36
2016-09-12,,,694.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,9,37
2016-09-19,,,513.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,9,38
2016-09-26,,,270.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,9,39
2016-10-03,,,322.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,10,40
2016-10-10,,,384.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,10,41
2016-10-17,,,267.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,10,42
2016-10-31,,,443.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,10,44
2016-11-07,,,558.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,11,45
2016-11-14,,,554.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,11,46
2016-11-21,,,466.0,5,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,11,47
2016-11-28,,,560.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,11,48
2016-12-05,,,779.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,12,49
2016-12-12,,,789.0,4,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,12,50
2016-12-19,,,803.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,12,51
2016-12-26,,,316.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2016,12,52
2017-01-02,,,803.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2017,1,1
2017-01-09,,,1050.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2017,1,2
2017-01-16,,,1196.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2017,1,3
2017-01-23,,,990.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2017,1,4
2017-01-30,,,332.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Display,Banner,Month,97.99957017776549,2017,1,5
2016-08-15,,,23043.0,167,4313,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Bespoke,Instance,974.5563,2016,8,33
2016-09-12,,,23075.0,125,4111,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Bespoke,Instance,974.5563,2016,9,37
2016-11-21,,,23110.0,128,4385,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Bespoke,Instance,974.5563,2016,11,47
2016-08-08,,,18574.0,5,4759,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,8,32
2016-08-15,,,18495.0,4,4741,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,8,33
2016-08-22,,,18344.0,2,4595,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,8,34
2016-08-29,,,18251.0,2,4632,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,8,35
2016-09-05,,,18203.0,3,4705,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,9,36
2016-09-12,,,18102.0,6,4655,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,9,37
2016-09-19,,,18038.0,2,4645,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,9,38
2016-09-26,,,17995.0,3,4613,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,9,39
2016-10-03,,,18263.0,4,4996,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,10,40
2016-10-10,,,18221.0,3,5124,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,10,41
2016-10-17,,,18249.0,2,5160,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,10,42
2016-10-24,,,18228.0,2,5015,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,10,43
2016-10-31,,,18199.0,2,3868,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,10,44
2016-11-07,,,18131.0,3,3919,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,11,45
2016-11-14,,,18107.0,2,3830,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,11,46
2016-11-21,,,18025.0,3,3832,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,11,47
2016-11-28,,,17978.0,2,3775,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,11,48
2016-12-05,,,17937.0,8,3728,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,12,49
2016-12-12,,,17898.0,4,3506,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,12,50
2016-12-19,,,18171.0,4,3635,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,12,51
2016-12-26,,,18145.0,14,3610,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2016,12,52
2017-01-02,,,18108.0,7,3646,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2017,1,1
2017-01-09,,,18092.0,10,4416,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2017,1,2
2017-01-16,,,18087.0,4,4366,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,FMJ,Email,Newsletter banner,Month,242.56631200028477,2017,1,3
2016-08-08,,,1415.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,32
2016-08-15,,,1838.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,33
2016-08-22,,,2411.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,34
2016-08-29,,,1872.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,35
2016-09-05,,,2102.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,36
2016-09-12,,,2127.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,37
2016-09-19,,,2553.0,6,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,38
2016-09-26,,,2920.0,5,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,39
2016-10-03,,,2634.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,40
2016-10-10,,,390.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,41
2016-10-24,,,2823.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,43
2016-10-31,,,6586.0,4,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,44
2016-11-07,,,3150.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,45
2016-11-14,,,3220.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,46
2016-11-21,,,3125.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,47
2016-11-28,,,2857.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,48
2016-12-05,,,2679.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,49
2016-12-12,,,5113.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,50
2016-12-19,,,3920.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,51
2016-12-26,,,1644.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,52
2017-01-02,,,5282.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,1
2017-01-09,,,6303.0,5,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,2
2017-01-16,,,6419.0,8,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,3
2017-01-23,,,6531.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,4
2017-01-30,,,2087.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,5
2016-08-08,,,1496.0,6,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,32
2016-08-15,,,1810.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,33
2016-08-22,,,2418.0,4,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,34
2016-08-29,,,1946.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,35
2016-09-05,,,2205.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,36
2016-09-12,,,2064.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,37
2016-09-19,,,2435.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,38
2016-09-26,,,2986.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,39
2016-10-03,,,2717.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,40
2016-10-10,,,440.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,41
2016-10-24,,,2901.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,43
2016-10-31,,,6616.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,44
2016-11-07,,,3260.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,45
2016-11-14,,,3273.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,46
2016-11-21,,,3015.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,47
2016-11-28,,,2830.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,48
2016-12-05,,,2528.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,49
2016-12-12,,,5048.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,50
2016-12-19,,,3899.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,51
2016-12-26,,,1680.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,52
2017-01-02,,,5159.0,9,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,1
2017-01-09,,,6495.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,2
2017-01-16,,,6421.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,3
2017-01-23,,,6603.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,4
2017-01-30,,,2137.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,5
2016-08-08,,,1381.0,6,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,32
2016-08-15,,,1839.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,33
2016-08-22,,,2370.0,5,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,34
2016-08-29,,,1861.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,8,35
2016-09-05,,,2229.0,5,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,36
2016-09-12,,,2059.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,37
2016-09-19,,,2487.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,38
2016-09-26,,,2840.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,9,39
2016-10-03,,,2694.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,40
2016-10-10,,,399.0,0,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,41
2016-10-24,,,2781.0,6,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,43
2016-10-31,,,6691.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,10,44
2016-11-07,,,3253.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,45
2016-11-14,,,3223.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,46
2016-11-21,,,3096.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,47
2016-11-28,,,2816.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,11,48
2016-12-05,,,2527.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,49
2016-12-12,,,5118.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,50
2016-12-19,,,3839.0,2,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,51
2016-12-26,,,1638.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2016,12,52
2017-01-02,,,5181.0,4,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,1
2017-01-09,,,6277.0,3,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,2
2017-01-16,,,6483.0,4,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,3
2017-01-23,,,6422.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,4
2017-01-30,,,2093.0,1,0,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Display,Banner,Month,49.69481750149101,2017,1,5
2016-10-31,,,18418.0,284,4765,0,Commercial,Evacuation,GB,United Kingdom,Northern Europe,UK & I,Health and Safety at Work,Email,Bespoke,Instance,2311.7382,2016,10,44
